Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Togo,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,4,325,80
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,624,337875,12542
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,731,301612,14693
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,2695,561499,54170
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,516,321415,10372
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,838,422226,16844
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,873,468183,17547
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,6224,876875,125102
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,823,429503,16542
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,1702,413134,34210
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,712,436770,14311
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,3057,476989,61446
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,501,256762,10070
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,18465,2944635,371147
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,19374,2672691,389417
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,20400,2587894,410040
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,16958,2966107,340856
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,7583,1749838,152418
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,10264,1894818,206306
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,19423,4246223,390402
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,14161,3160694,284636
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,9619,2585382,193342
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,9747,1982304,195915
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,11394,2291706,229019
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,6793,1541638,136539
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,2,1132,40
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,2,1004,40
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,1,346,20
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,1,276,20
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,1,1540,20
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,4,1064,80
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,42,1361,844
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,16,4060,322
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,16,3961,322
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,4,1385,80
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,10,1149,201
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,5,2261,101
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,4,290,80
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,2,733,40
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,24,5790,482
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,4,4000,80
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,418,211270,8402
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,292,179245,5869
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,171,174368,3437
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,429,195969,8623
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,700,283859,14070
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,270,205341,5427
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,318,203579,6392
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,180,138866,3618
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,555,232759,11156
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,331,213541,6653
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,366,191268,7357
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,366,198756,7357
Uzbekistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,3,410,60
Uzbekistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,117,22508,2352
Uzbekistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,12,2170,241
Venezuela,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,1,333,20
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,308964,28025784,6210176
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,178689,20572502,3591649
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,187122,20400190,3761152
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,216893,23921257,4359549
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,202682,23778640,4073908
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,150262,17697273,3020266
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,255249,29191578,5130505
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,191442,23512067,3847984
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,230713,26198345,4637331
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,238570,28380485,4795257
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,146309,16627300,2940811
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,181165,20222696,3641417
Yemen,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,6,320,121
Zimbabwe,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,44,4724,884
Zimbabwe,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,27,2681,543
Zimbabwe,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,50,5160,1005
Zimbabwe,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,95,9649,1910
Zimbabwe,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,39,4137,784
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,1,980,20
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,2,1109,40
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,2,1454,40
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,2,272,40
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,422,178919,8482
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,186,98904,3739
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,876,246248,17608
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,363,169187,7296
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,113,66593,2271
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,169,90065,3397
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,664,367382,13346
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,247,106097,4965
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,71,53763,1427
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,69,26876,1387
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,603,203669,12120
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,71,38534,1427
Argentina,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,567,162667,11397
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,2,618,40
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,12,882,241
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,3,292,60
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,12,682,241
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,9,877,181
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,9,8706,181
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,21,7735,422
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,10,8994,201
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,1,648,20
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,10,14243,201
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,12,3972,241
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,74,16505,1487
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,223,23893,4482
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,34,11518,683
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,1,442,20
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,3,550,60
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,11,12911,221
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,1,384,20
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,1,2280,20
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,3,3642,60
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,2,362,40
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,6,10334,121
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,861625,58245868,17318663
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,542924,37775002,10912772
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,656715,43129033,13199972
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,556371,34535097,11183057
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,681036,41574760,13688824
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,677612,43343683,13620001
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,1055198,72841751,21209480
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,840874,60310767,16901567
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,865113,58854131,17388771
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,710168,50488919,14274377
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,506526,31650769,10181173
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,571367,33306537,11484477
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,4,4702,80
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,61,20014,1226
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,8,5632,161
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,6,6094,121
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,185,16520,3719
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,1,825,20
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,3,6207,60
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,6,7006,121
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,5,5469,101
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,1,359,20
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,2,1810,40
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,11,13705,221
Bolivia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,5,8778,101
Bosnia-Hercegovina,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,2,576,40
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,6,699,121
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,1,2496,20
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,17,2210,342
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,10,1038,201
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,47,11085,945
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,35,5644,704
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,12,1093,241
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,17,2998,342
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,67,6830,1347
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,1,936,20
British Virgin Isls.,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,28,5381,563
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,108,15138,2171
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,264,36830,5306
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,40,3384,804
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,130,11789,2613
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,16,1152,322
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,50,5015,1005
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,206,19989,4141
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,162,22946,3256
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,59,25058,1186
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,73,36228,1467
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,72,40272,1447
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,76,33447,1528
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,28,14085,563
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,43,19210,864
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,75,48914,1508
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,254,57427,5105
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,105,72554,2111
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,99,35138,1990
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,348,75805,6995
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,83,38536,1668
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,2317,372117,46572
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,10442,1633498,209884
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,11449,1637330,230125
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,8111,1251890,163031
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,8344,1344170,167714
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,4389,657655,88219
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,4420,626186,88842
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,10651,1654681,214085
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,3253,488506,65385
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,11992,1814316,241039
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,7916,1192328,159112
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,6637,975767,133404
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,30427,2567600,611583
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,6652,691200,133705
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,11854,844707,238265
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,8997,1099435,180840
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,12902,1411157,259330
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,18088,2263182,363569
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,43690,4945156,878169
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,40585,3408601,815759
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,29545,3171739,593855
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,17342,1603870,348574
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,7380,511208,148338
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,26820,1665398,539082
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,213,141756,4281
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,189,106469,3799
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,235,164995,4724
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,144,107841,2894
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,267,114399,5367
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,249,123660,5005
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,1266,455398,25447
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,522,182567,10492
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,472,367903,9487
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,313,235617,6291
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,78,56705,1568
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,181,151866,3638
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,83,8600,1668
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,57,34621,1146
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,56,36351,1126
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,55,31410,1106
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,42,27378,844
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,29,19550,583
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,83,58350,1668
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,58,36900,1166
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,58,33100,1166
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,74,39083,1487
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,73,37550,1467
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,218824,17886904,4398362
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,194887,11720475,3917229
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,152774,8940326,3070757
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,152636,9338166,3067984
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,189619,11732388,3811342
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,216585,15741896,4353359
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,198042,15064758,3980644
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,194532,12126443,3910093
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,179030,12198654,3598503
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,152959,9920240,3074476
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,114375,7115864,2298938
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,144350,9406229,2901435
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,788,106379,15839
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,1570,232687,31557
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,1571,270517,31577
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,1001,128314,20120
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,1017,143247,20442
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,1751,235837,35195
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,599,99247,12040
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,1258,218040,25286
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,616,80015,12382
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,904,159303,18170
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,1605,177463,32261
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,135,22937,2714
Croatia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,14,6850,281
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,14,7201,281
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,15,8291,302
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,17,844,342
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,2,3946,40
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,6,792,121
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,6,7786,121
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,10,2374,201
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,29,1500,583
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,11,17,9845,342
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,12,8,513,161
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,3,1706,60
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,1,353,20
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,17,5243,342
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,5,3704,101
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,2,2063,40
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,10,1,1394,20
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,1,2466,149911,49567
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,2,5041,636090,101324
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,3,5670,615073,113967
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,4,4400,569153,88440
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,5,4835,596487,97184
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,6,5216,532447,104842
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,7,3187,518497,64059
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,8,9573,739684,192417
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2023,9,3741,620452,75194
