Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,10,1130,201
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,5,604,101
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,152,60457,3055
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,220,133429,4422
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,251,88880,5045
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,19,1808,382
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,3,2809,60
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,19,11351,382
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,62,67892,1246
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,5,1930,101
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,772153,47066858,15520275
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,558704,35241359,11229950
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,509635,32490923,10243664
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2,1720,40
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,5,5057,101
Belgium,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,8,7260,161
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,18,5300,362
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,32,13667,643
Brazil,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,95,15165,1910
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,50,5022,1005
Brunei,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,182,18377,3658
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,199,44378,4000
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,70,52805,1407
Bulgaria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,137,91954,2754
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,4370,573128,87837
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,6741,914628,135494
Burma (Myanmar),340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,14361,2058896,288656
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,40476,1643307,813568
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,25603,2085375,514620
Cambodia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,27561,2306981,553976
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,239,90791,4804
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,237,160899,4764
Canada,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,263,140299,5286
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,52,32300,1045
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,94,58650,1889
Chile,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,150,95430,3015
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,202422,12827146,4068682
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,164817,10752639,3312822
China,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,63734,4037125,1281053
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,153,23497,3075
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,240,57368,4824
Colombia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,319,54080,6412
Croatia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2,992,40
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,3,4927,60
Czech Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,28,8736,563
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,3,1465,60
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1,1006,20
Denmark,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1,973,20
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,3440,376151,69144
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,2087,353816,41949
Dominican Republic,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,5131,455986,103133
Ecuador,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,169,25300,3397
Ecuador,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,100,6948,2010
Egypt,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2327,232294,46773
Egypt,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,4068,348984,81767
Egypt,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,8635,702023,173564
El Salvador,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,712,60167,14311
El Salvador,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,834,77602,16763
El Salvador,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1270,116110,25527
Estonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,135,71578,2714
Estonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,421,215125,8462
Estonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,409,201382,8221
Ethiopia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,7668,737804,154127
Ethiopia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,33175,1863687,666818
Ethiopia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,926,99215,18613
Finland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1,2621,20
France,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2380,423074,47838
France,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,605,342316,12161
France,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,668,466970,13427
Germany,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,8,4148,161
Germany,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,42,10885,844
Germany,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,33,9668,663
Ghana,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,12,1430,241
Greece,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1,936,20
Greece,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,20,1053,402
Guatemala,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,267,34003,5367
Guatemala,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,708,82119,14231
Guatemala,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,541,54846,10874
Guinea,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,4,462,80
Guinea-Bissau,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,4,335,80
Haiti,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,1999,153878,40180
Haiti,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,3116,245596,62632
Haiti,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,3055,249074,61406
Honduras,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,13542,2447049,272194
Honduras,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,23821,4497780,478802
Honduras,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,26664,4874226,535946
Hong Kong,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,163,83385,3276
Hong Kong,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,619,52509,12442
Hong Kong,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,522,90809,10492
Hungary,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,24,24676,482
Hungary,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,32,13033,643
Hungary,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,26,22677,523
Iceland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,34,14378,683
India,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,356735,24678756,7170374
India,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,320049,25818600,6432985
India,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,374333,28070893,7524093
Indonesia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,93927,11086804,1887933
Indonesia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,83199,9584553,1672300
Indonesia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,113875,12082398,2288888
Ireland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,2,391,40
Ireland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,9,1446,181
Israel,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,8,2015,161
Israel,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,18,2242,362
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,10202,3855621,205060
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,9737,3665205,195714
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,11215,3934430,225422
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,513,326322,10311
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,390,233688,7839
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,862,423956,17326
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,1129,158045,22693
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1172,187155,23557
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,3010,362349,60501
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,13449,997167,270325
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,2822,172879,56722
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1228,94104,24683
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,269,66793,5407
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,110,28582,2211
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,27,10842,543
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,6,3722,121
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,10,8769,201
Lebanon,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,32,26590,643
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,73,35102,1467
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,72,33666,1447
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,68,34295,1367
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,19923,3172817,400452
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,23256,3367633,467446
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,17659,2384990,354946
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1,2546,20
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,24,660,482
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,563,153404,11316
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1074,336622,21587
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,2060,594978,41406
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,15465,2785647,310847
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,19001,3767080,381920
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,17579,3645732,353338
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,12,606,241
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1,662,20
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2123,310533,42672
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,2368,311905,47597
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,2717,447716,54612
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,129,5003,2593
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,37,1402,744
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,101,4067,2030
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2,2681,40
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,11,3110,221
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,12,1705,241
New Zealand,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1,353,20
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,14875,2455647,298988
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,11699,2986597,235150
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,14575,3152843,292958
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1,530,20
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,18,765,362
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,67,37721,1347
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,290,148929,5829
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,189,76267,3799
Norway,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,1,450,20
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,18844,357768,378764
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,8413,334721,169101
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,16535,493503,332354
Panama,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,28,1044,563
Panama,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,48,2880,965
Panama,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,40,2976,804
Papua New Guinea,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1,355,20
Paraguay,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1,850,20
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,1412,201425,28381
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,3265,760903,65627
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1205,206235,24221
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,302,96010,6070
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,171,62843,3437
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,670,203876,13467
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,481,319668,9668
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,498,293572,10010
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,396,253019,7960
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,1368,639238,27497
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,2298,1053575,46190
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,2246,1037140,45145
Romania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,804,376525,16160
Romania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,1511,785249,30371
Romania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1321,750763,26552
Senegal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,24,750,482
Senegal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,7,350,141
Senegal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,6,450,121
Serbia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,7,8377,141
Serbia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,3,1092,60
Serbia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,17,3186,342
Singapore,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,27,8154,543
Slovakia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,8,2068,161
Slovakia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,13,921,261
Slovakia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,26,6329,523
South Korea,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,909,259514,18271
South Korea,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,364,47246,7316
South Korea,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,133,43576,2673
Spain,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,18,7358,362
Spain,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,73,31314,1467
Spain,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,441,59807,8864
Sri Lanka,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,53065,5081302,1066607
Sri Lanka,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,29740,4067819,597774
Sri Lanka,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,58610,6452224,1178061
Sweden,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,2,821,40
Sweden,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,309,171695,6211
Sweden,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,204,111132,4100
Switzerland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,229,107564,4603
Switzerland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,230,103393,4623
Switzerland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,294,90409,5909
Taiwan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,32,4433,643
Taiwan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,212,23707,4261
Thailand,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,18567,3285118,373197
Thailand,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,8548,1431059,171815
Thailand,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,13223,2121253,265782
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,1112,531807,22351
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,697,563054,14010
Tunisia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,542,232058,10894
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,12762,2610283,256516
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,10712,2240981,215311
Turkey,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,8284,2128353,166508
Ukraine,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,1,876,20
United Arab Emirates,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,8,585,161
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,161,178797,3236
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,213,157963,4281
United Kingdom,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,502,181450,10090
Uzbekistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,82,15750,1648
Uzbekistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,546,86218,10975
Uzbekistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,14,1761,281
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,236303,29934732,4749690
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,194916,19769690,3917812
Vietnam,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,219352,24246907,4408975
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,6,2704,121
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,15,586,302
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,25,2262,503
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,6,1244,121
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,1,412,20
Afghanistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,1,446,20
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,196,99575,3940
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,101,31062,2030
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,180,87652,3618
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,99,53076,1990
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,113,57413,2271
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,127,64723,2553
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,147,85961,2955
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,416,214142,8362
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,48,36676,965
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,21,21484,422
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,691,278382,13889
Albania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,119,66800,2392
Argentina,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,1,414,20
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,4,336,80
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,9,544,181
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,9,544,181
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,5,835,101
Armenia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,3,349,60
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,4,2224,80
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,2,1331,40
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,24,19863,482
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,5,1,966,20
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,25,9548,503
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,4,2109,80
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,48,4936,965
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,9,1,466,20
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,128,9856,2573
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,331,36938,6653
Australia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,12,22,18996,442
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,2,1438,40
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,1,1178,20
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,4,3,4792,60
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,6,1,359,20
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,7,3,5303,60
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,8,6,2833,121
Austria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,10,2,1812,40
Bahamas,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,11,1,979,20
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,1,586497,35589247,11788590
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,2,624903,39543400,12560550
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2024,3,550728,32046251,11069633
